epoch,accuracy,jacard_coef,loss,val_accuracy,val_jacard_coef,val_loss
0,0.31339386105537415,0.18066060543060303,0.6667600870132446,0.2676584720611572,0.15377584099769592,0.7712583541870117
1,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
2,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
3,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
4,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
5,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
6,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
7,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
8,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
9,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
10,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
11,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
12,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
13,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
14,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
15,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
16,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
17,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
18,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
19,0.34445056319236755,0.20942187309265137,0.721465528011322,0.2676584720611572,0.15377584099769592,0.7712583541870117
0,0.30138376355171204,0.11921776831150055,0.45062050223350525,0.2676584720611572,0.11670796573162079,0.41762813925743103
1,0.3434830605983734,0.12349782139062881,0.425100713968277,0.2676584720611572,0.1246040016412735,0.422313928604126
