epoch,accuracy,jacard_coef,loss,val_accuracy,val_jacard_coef,val_loss
0,0.32137617468833923,0.13680115342140198,0.41632670164108276,0.41639816761016846,0.1689496487379074,0.3675902783870697
1,0.40970444679260254,0.20937129855155945,0.37933123111724854,0.37986525893211365,0.19018380343914032,0.3739546835422516
2,0.38870134949684143,0.20167052745819092,0.3813818097114563,0.28403931856155396,0.17186298966407776,0.5148054957389832
3,0.3921639025211334,0.1943984478712082,0.37913018465042114,0.4069434702396393,0.21993789076805115,0.3451659381389618
4,0.3942422866821289,0.2203548699617386,0.37342196702957153,0.4363541603088379,0.20969454944133759,0.3484143018722534
5,0.40209028124809265,0.2148856371641159,0.37413617968559265,0.39592111110687256,0.19218051433563232,0.36313396692276
6,0.3997304141521454,0.21969573199748993,0.36262252926826477,0.4222230017185211,0.21746592223644257,0.347443163394928
7,0.4142249524593353,0.2286633998155594,0.36270540952682495,0.4400443136692047,0.2281227856874466,0.34069594740867615
8,0.4142242670059204,0.23176002502441406,0.3552637994289398,0.42071080207824707,0.2187807559967041,0.3463795483112335
9,0.4150165319442749,0.23448088765144348,0.3536165952682495,0.43484529852867126,0.23024258017539978,0.3384355902671814
10,0.4231471121311188,0.24062709510326385,0.35294559597969055,0.41549989581108093,0.2247898131608963,0.3419307470321655
11,0.4089195430278778,0.2316650152206421,0.35675331950187683,0.4142538607120514,0.2242674082517624,0.34208911657333374
12,0.40839672088623047,0.23071065545082092,0.3531232178211212,0.41061079502105713,0.21732623875141144,0.35150983929634094
13,0.4169580042362213,0.2377380132675171,0.35587966442108154,0.4247008264064789,0.22497233748435974,0.3470592200756073
14,0.4281092584133148,0.24409380555152893,0.3499060273170471,0.41051042079925537,0.22680389881134033,0.346229612827301
15,0.4273655116558075,0.24474987387657166,0.3504643142223358,0.4198315143585205,0.23194527626037598,0.3351428508758545
16,0.4255487024784088,0.24227622151374817,0.3478618264198303,0.41762328147888184,0.2274145632982254,0.34279876947402954
17,0.42783305048942566,0.24633295834064484,0.3502185046672821,0.40973231196403503,0.22508394718170166,0.3420129418373108
18,0.4281763732433319,0.24764057993888855,0.3623676896095276,0.407804399728775,0.22528989613056183,0.36296579241752625
19,0.4391835629940033,0.24824757874011993,0.3497357666492462,0.41002294421195984,0.22323448956012726,0.3383198380470276
0,0.2735157907009125,0.13562974333763123,0.41878968477249146,0.3617992401123047,0.18220555782318115,0.4131065309047699
1,0.3777279555797577,0.19311335682868958,0.3861173689365387,0.3295985758304596,0.18088801205158234,0.39108535647392273
2,0.3935544788837433,0.19940337538719177,0.37837058305740356,0.4003894329071045,0.18493340909481049,0.3644048571586609
3,0.39245855808258057,0.20209336280822754,0.37539511919021606,0.3776033818721771,0.19038067758083344,0.3649964928627014
4,0.3949965238571167,0.21284301578998566,0.36514028906822205,0.4025678336620331,0.19947901368141174,0.3500616252422333
5,0.38638725876808167,0.20889833569526672,0.36986464262008667,0.38733193278312683,0.1921989917755127,0.35232600569725037
6,0.39990559220314026,0.20879130065441132,0.3698958456516266,0.39750754833221436,0.1971856951713562,0.35190442204475403
7,0.3825782537460327,0.21189025044441223,0.36781787872314453,0.38252249360084534,0.19095173478126526,0.3541286289691925
8,0.3885366916656494,0.2114098072052002,0.36770325899124146,0.39551639556884766,0.1984741985797882,0.36189156770706177
9,0.39169490337371826,0.21620914340019226,0.36139219999313354,0.3966843783855438,0.19426968693733215,0.3661412000656128
0,0.13771434128284454,0.10836420208215714,0.4285021722316742,0.17907017469406128,0.11041190475225449,0.41745486855506897
1,0.16001492738723755,0.10953371226787567,0.42779844999313354,0.20625130832195282,0.11157234758138657,0.41654056310653687
2,0.1994018703699112,0.1107645034790039,0.426919549703598,0.25369346141815186,0.11315453052520752,0.4150523245334625
3,0.25241854786872864,0.11280544102191925,0.42500796914100647,0.3085496127605438,0.11692377179861069,0.41107577085494995
4,0.3248654305934906,0.1245705708861351,0.4163707196712494,0.3493204116821289,0.13838598132133484,0.3924974501132965
5,0.36752012372016907,0.1781197339296341,0.3926539421081543,0.3365159034729004,0.1632506400346756,0.38055115938186646
6,0.38566839694976807,0.1999199241399765,0.379753053188324,0.3527924716472626,0.1705896258354187,0.3751645088195801
7,0.3935181200504303,0.20474448800086975,0.3759663701057434,0.36316847801208496,0.175215482711792,0.37209513783454895
